"gene_id" "gene_biotype"
"2026687" "ENSG00000252040" "snoRNA"
"2026690" "ENSG00000252640" "snoRNA"
"2026693" "ENSG00000062038" "protein_coding"
"2026862" "ENSG00000260577" "antisense"
"2026866" "ENSG00000260860" "processed_pseudogene"
"2026869" "ENSG00000261395" "transcribed_processed_pseudogene"
"2026872" "ENSG00000039068" "protein_coding"
"2027167" "ENSG00000200558" "rRNA"
"2027170" "ENSG00000260798" "antisense"
"2027175" "ENSG00000260459" "processed_pseudogene"
"2027178" "ENSG00000103047" "protein_coding"
"2027272" "ENSG00000199979" "misc_RNA"
"2027275" "ENSG00000275504" "snRNA"
"2027278" "ENSG00000260999" "lincRNA"
"2027282" "ENSG00000266801" "sense_intronic"
"2027286" "ENSG00000202497" "snRNA"
"2027289" "ENSG00000271129" "processed_pseudogene"
"2027293" "ENSG00000244378" "transcribed_processed_pseudogene"
"2027298" "ENSG00000103044" "protein_coding"
"2027348" "ENSG00000168802" "protein_coding"
"2027464" "ENSG00000141076" "protein_coding"
"2027720" "ENSG00000207083" "snRNA"
"2027723" "ENSG00000168807" "protein_coding"
"2027794" "ENSG00000200164" "misc_RNA"
"2027797" "ENSG00000265113" "sense_intronic"
"2027801" "ENSG00000260914" "protein_coding"
"2027823" "ENSG00000132612" "protein_coding"
"2027861" "ENSG00000213380" "protein_coding"
"2027903" "ENSG00000272617" "protein_coding"
"2027928" "ENSG00000258429" "protein_coding"
"2027938" "ENSG00000260371" "protein_coding"
"2027949" "ENSG00000259900" "protein_coding"
"2027974" "ENSG00000132603" "protein_coding"
"2028043" "ENSG00000157315" "protein_coding"
"2028060" "ENSG00000132604" "protein_coding"
"2028203" "ENSG00000103018" "protein_coding"
"2028278" "ENSG00000261527" "processed_pseudogene"
"2028282" "ENSG00000260108" "3prime_overlapping_ncRNA"
"2028285" "ENSG00000102908" "protein_coding"
"2028595" "ENSG00000223109" "miRNA"
"2028598" "ENSG00000274093" "sense_intronic"
"2028601" "ENSG00000260772" "3prime_overlapping_ncRNA"
"2028604" "ENSG00000181019" "protein_coding"
"2028703" "ENSG00000261602" "antisense"
"2028707" "ENSG00000262136" "antisense"
"2028711" "ENSG00000141101" "protein_coding"
"2028788" "ENSG00000260290" "processed_pseudogene"
"2028791" "ENSG00000198373" "protein_coding"
"2029105" "ENSG00000252443" "snoRNA"
"2029108" "ENSG00000208017" "miRNA"
"2029111" "ENSG00000157322" "protein_coding"
"2029295" "ENSG00000277003" "unprocessed_pseudogene"
"2029298" "ENSG00000196696" "processed_transcript"
"2029386" "ENSG00000226232" "transcribed_unprocessed_pseudogene"
"2029407" "ENSG00000255185" "transcribed_unprocessed_pseudogene"
"2029452" "ENSG00000239118" "miRNA"
"2029455" "ENSG00000279533" "protein_coding"
"2029461" "ENSG00000241183" "processed_pseudogene"
"2029464" "ENSG00000090857" "protein_coding"
"2029721" "ENSG00000247228" "antisense"
"2029732" "ENSG00000157335" "protein_coding"
"2029943" "ENSG00000261145" "processed_pseudogene"
"2029946" "ENSG00000280006" "protein_coding"
"2029952" "ENSG00000261556" "transcribed_unprocessed_pseudogene"
"2029994" "ENSG00000280252" "protein_coding"
"2030000" "ENSG00000223496" "protein_coding"
"2030008" "ENSG00000090861" "protein_coding"
"2030094" "ENSG00000265648" "misc_RNA"
"2030097" "ENSG00000157349" "protein_coding"
"2030414" "ENSG00000260537" "protein_coding"
"2030478" "ENSG00000261777" "processed_transcript"
"2030489" "ENSG00000168872" "protein_coding"
"2030711" "ENSG00000157350" "protein_coding"
"2030764" "ENSG00000260111" "antisense"
"2030768" "ENSG00000240043" "processed_pseudogene"
"2030771" "ENSG00000200153" "snRNA"
"2030774" "ENSG00000157353" "protein_coding"
"2031043" "ENSG00000103051" "protein_coding"
"2031327" "ENSG00000189091" "protein_coding"
"2031480" "ENSG00000221514" "snoRNA"
"2031483" "ENSG00000221066" "snoRNA"
"2031486" "ENSG00000157368" "protein_coding"
"2031556" "ENSG00000132613" "protein_coding"
"2031647" "ENSG00000279569" "TEC"
"2031650" "ENSG00000103043" "protein_coding"
"2031838" "ENSG00000279412" "TEC"
"2031841" "ENSG00000260156" "antisense"
"2031845" "ENSG00000214353" "antisense"
"2031859" "ENSG00000279815" "TEC"
"2031862" "ENSG00000279122" "TEC"
"2031865" "ENSG00000279123" "TEC"
"2031868" "ENSG00000262890" "lincRNA"
"2031871" "ENSG00000157423" "protein_coding"
"2032499" "ENSG00000221725" "snRNA"
"2032502" "ENSG00000259833" "antisense"
"2032512" "ENSG00000259798" "antisense"
"2032516" "ENSG00000180917" "protein_coding"
"2032579" "ENSG00000261260" "lincRNA"
"2032583" "ENSG00000172137" "protein_coding"
"2032675" "ENSG00000261348" "lincRNA"
"2032680" "ENSG00000262120" "unprocessed_pseudogene"
"2032684" "ENSG00000260734" "transcribed_unprocessed_pseudogene"
"2032697" "ENSG00000262008" "unprocessed_pseudogene"
"2032701" "ENSG00000167377" "protein_coding"
"2032822" "ENSG00000261611" "protein_coding"
"2032852" "ENSG00000247324" "antisense"
"2032860" "ENSG00000157429" "protein_coding"
"2033041" "ENSG00000260520" "antisense"
"2033046" "ENSG00000140835" "protein_coding"
"2033069" "ENSG00000260015" "sense_intronic"
"2033073" "ENSG00000252339" "snRNA"
"2033076" "ENSG00000198650" "protein_coding"
"2033116" "ENSG00000260886" "antisense"
"2033122" "ENSG00000260593" "antisense"
"2033126" "ENSG00000140832" "protein_coding"
"2033183" "ENSG00000040199" "protein_coding"
"2033377" "ENSG00000260185" "antisense"
"2033381" "ENSG00000199301" "snRNA"
"2033384" "ENSG00000263666" "snoRNA"
"2033387" "ENSG00000261513" "antisense"
"2033391" "ENSG00000260612" "lincRNA"
"2033394" "ENSG00000166747" "protein_coding"
"2033824" "ENSG00000223224" "snoRNA"
"2033827" "ENSG00000283057" "processed_pseudogene"
"2033830" "ENSG00000262140" "unprocessed_pseudogene"
"2033835" "ENSG00000224470" "protein_coding"
"2033855" "ENSG00000182149" "protein_coding"
"2034251" "ENSG00000102984" "protein_coding"
"2034583" "ENSG00000279592" "TEC"
"2034586" "ENSG00000261765" "sense_intronic"
"2034590" "ENSG00000277481" "protein_coding"
"2034654" "ENSG00000242176" "processed_pseudogene"
"2034657" "ENSG00000263311" "unprocessed_pseudogene"
"2034661" "ENSG00000263232" "processed_pseudogene"
"2034664" "ENSG00000102967" "protein_coding"
"2034770" "ENSG00000140830" "protein_coding"
"2034845" "ENSG00000257017" "protein_coding"
"2035069" "ENSG00000261701" "protein_coding"
"2035119" "ENSG00000260252" "antisense"
"2035123" "ENSG00000140829" "protein_coding"
"2035307" "ENSG00000118557" "protein_coding"
"2035591" "ENSG00000261673" "lincRNA"
"2035595" "ENSG00000261774" "processed_pseudogene"
"2035598" "ENSG00000261008" "lincRNA"
"2035646" "ENSG00000283564" "snRNA"
"2035649" "ENSG00000260664" "lincRNA"
"2035655" "ENSG00000280264" "protein_coding"
"2035661" "ENSG00000259768" "antisense"
"2035668" "ENSG00000238731" "snRNA"
"2035671" "ENSG00000261764" "transcribed_processed_pseudogene"
"2035674" "ENSG00000279206" "lincRNA"
"2035677" "ENSG00000140836" "protein_coding"
"2035732" "ENSG00000259209" "antisense"
"2035741" "ENSG00000251868" "snRNA"
"2035744" "ENSG00000279757" "TEC"
"2035747" "ENSG00000280092" "TEC"
"2035750" "ENSG00000272330" "sense_intronic"
"2035753" "ENSG00000279591" "TEC"
"2035756" "ENSG00000272250" "lincRNA"
"2035759" "ENSG00000271009" "lincRNA"
"2035762" "ENSG00000260880" "lincRNA"
"2035767" "ENSG00000197445" "lincRNA"
"2035773" "ENSG00000261227" "lincRNA"
"2035779" "ENSG00000279120" "TEC"
"2035782" "ENSG00000258779" "lincRNA"
"2035796" "ENSG00000258582" "lincRNA"
"2035801" "ENSG00000260687" "lincRNA"
"2035805" "ENSG00000259971" "lincRNA"
"2035808" "ENSG00000260848" "lincRNA"
"2035814" "ENSG00000283457" "lincRNA"
"2035820" "ENSG00000259817" "lincRNA"
"2035826" "ENSG00000279420" "TEC"
"2035829" "ENSG00000261404" "lincRNA"
"2035842" "ENSG00000279100" "TEC"
"2035845" "ENSG00000260471" "processed_pseudogene"
"2035848" "ENSG00000261248" "lincRNA"
"2035852" "ENSG00000275236" "lincRNA"
"2035855" "ENSG00000103035" "protein_coding"
"2035938" "ENSG00000259972" "processed_transcript"
"2035954" "ENSG00000239763" "processed_pseudogene"
"2035958" "ENSG00000260884" "lincRNA"
"2035962" "ENSG00000214331" "transcribed_unprocessed_pseudogene"
"2036016" "ENSG00000261079" "lincRNA"
"2036019" "ENSG00000196436" "protein_coding"
"2036040" "ENSG00000276822" "unprocessed_pseudogene"
"2036043" "ENSG00000140839" "protein_coding"
"2036180" "ENSG00000261170" "antisense"
"2036188" "ENSG00000090863" "protein_coding"
"2036551" "ENSG00000251794" "snRNA"
"2036554" "ENSG00000207525" "misc_RNA"
"2036557" "ENSG00000240861" "processed_pseudogene"
"2036560" "ENSG00000270945" "processed_pseudogene"
"2036564" "ENSG00000168411" "protein_coding"
"2036693" "ENSG00000262904" "processed_pseudogene"
"2036696" "ENSG00000168404" "protein_coding"
"2036795" "ENSG00000103089" "protein_coding"
"2036851" "ENSG00000261458" "unprocessed_pseudogene"
"2036856" "ENSG00000103091" "protein_coding"
"2037141" "ENSG00000186187" "protein_coding"
"2037235" "ENSG00000247033" "antisense"
"2037239" "ENSG00000166816" "protein_coding"
"2037313" "ENSG00000261058" "lincRNA"
"2037320" "ENSG00000184517" "protein_coding"
"2037407" "ENSG00000213318" "processed_pseudogene"
"2037410" "ENSG00000168928" "protein_coding"
"2037473" "ENSG00000168925" "protein_coding"
"2037504" "ENSG00000240338" "transcribed_unprocessed_pseudogene"
"2037521" "ENSG00000050820" "protein_coding"
"2037775" "ENSG00000280152" "TEC"
"2037778" "ENSG00000252101" "snRNA"
"2037781" "ENSG00000153774" "protein_coding"
"2037858" "ENSG00000259999" "sense_intronic"
"2037862" "ENSG00000261783" "sense_intronic"
"2037866" "ENSG00000252122" "snoRNA"
"2037869" "ENSG00000261717" "protein_coding"
"2037891" "ENSG00000274220" "lincRNA"
"2037894" "ENSG00000166822" "protein_coding"
"2037973" "ENSG00000261476" "sense_intronic"
"2037977" "ENSG00000183196" "protein_coding"
"2038002" "ENSG00000203472" "antisense"
"2038006" "ENSG00000273971" "lincRNA"
"2038009" "ENSG00000262583" "transcribed_unprocessed_pseudogene"
"2038020" "ENSG00000260092" "protein_coding"
"2038034" "ENSG00000135702" "protein_coding"
"2038056" "ENSG00000205084" "protein_coding"
"2038171" "ENSG00000259992" "processed_transcript"
"2038181" "ENSG00000276408" "lincRNA"
"2038184" "ENSG00000034713" "protein_coding"
"2038235" "ENSG00000276523" "antisense"
"2038238" "ENSG00000065457" "protein_coding"
"2038374" "ENSG00000065427" "protein_coding"
"2038574" "ENSG00000166848" "protein_coding"
"2038604" "ENSG00000282757" "unprocessed_pseudogene"
"2038610" "ENSG00000240199" "misc_RNA"
"2038613" "ENSG00000261424" "processed_pseudogene"
"2038616" "ENSG00000261313" "lincRNA"
"2038631" "ENSG00000199299" "rRNA"
"2038634" "ENSG00000260223" "lincRNA"
"2038643" "ENSG00000260983" "lincRNA"
"2038648" "ENSG00000244485" "processed_pseudogene"
"2038651" "ENSG00000152910" "protein_coding"
"2038981" "ENSG00000252814" "misc_RNA"
"2038984" "ENSG00000252022" "snoRNA"
"2038987" "ENSG00000261833" "protein_coding"
"2038999" "ENSG00000273659" "lincRNA"
"2039002" "ENSG00000250514" "lincRNA"
"2039008" "ENSG00000259995" "lincRNA"
"2039013" "ENSG00000266426" "miRNA"
"2039016" "ENSG00000260797" "processed_pseudogene"
"2039019" "ENSG00000279856" "TEC"
"2039022" "ENSG00000103111" "protein_coding"
"2039127" "ENSG00000205078" "protein_coding"
"2039165" "ENSG00000261063" "antisense"
"2039169" "ENSG00000226348" "unitary_pseudogene"
"2039172" "ENSG00000260922" "antisense"
"2039177" "ENSG00000140873" "protein_coding"
"2039283" "ENSG00000260701" "antisense"
"2039287" "ENSG00000261154" "lincRNA"
"2039292" "ENSG00000278862" "TEC"
"2039295" "ENSG00000140876" "protein_coding"
"2039371" "ENSG00000261707" "antisense"
"2039375" "ENSG00000171724" "protein_coding"
"2039404" "ENSG00000278926" "TEC"
"2039407" "ENSG00000261330" "processed_pseudogene"
"2039410" "ENSG00000261540" "antisense"
"2039414" "ENSG00000166509" "protein_coding"
"2039440" "ENSG00000260731" "processed_pseudogene"
"2039443" "ENSG00000261776" "processed_pseudogene"
"2039446" "ENSG00000186153" "protein_coding"
"2039667" "ENSG00000276007" "sense_intronic"
"2039670" "ENSG00000279991" "TEC"
"2039673" "ENSG00000260969" "antisense"
"2039678" "ENSG00000260014" "processed_pseudogene"
"2039681" "ENSG00000260733" "antisense"
"2039686" "ENSG00000279887" "TEC"
"2039689" "ENSG00000261837" "sense_intronic"
"2039693" "ENSG00000279129" "TEC"
"2039698" "ENSG00000243101" "processed_pseudogene"
"2039701" "ENSG00000280115" "TEC"
"2039704" "ENSG00000280190" "TEC"
"2039707" "ENSG00000260816" "sense_intronic"
"2039710" "ENSG00000279732" "TEC"
"2039713" "ENSG00000261537" "sense_intronic"
"2039718" "ENSG00000280274" "TEC"
"2039721" "ENSG00000260694" "antisense"
"2039725" "ENSG00000260479" "sense_intronic"
"2039730" "ENSG00000260511" "sense_intronic"
"2039735" "ENSG00000277954" "antisense"
"2039738" "ENSG00000261722" "lincRNA"
"2039742" "ENSG00000222244" "rRNA"
"2039745" "ENSG00000261472" "lincRNA"
"2039749" "ENSG00000178573" "protein_coding"
"2039774" "ENSG00000277214" "lincRNA"
"2039777" "ENSG00000278058" "lincRNA"
"2039780" "ENSG00000275040" "lincRNA"
"2039783" "ENSG00000279378" "TEC"
"2039786" "ENSG00000260876" "lincRNA"
"2039810" "ENSG00000261390" "lincRNA"
"2039832" "ENSG00000261082" "lincRNA"
"2039836" "ENSG00000260237" "lincRNA"
"2039840" "ENSG00000260706" "lincRNA"
"2039850" "ENSG00000259867" "antisense"
"2039881" "ENSG00000261376" "lincRNA"
"2039885" "ENSG00000168589" "protein_coding"
"2039955" "ENSG00000260183" "antisense"
"2039959" "ENSG00000260737" "lincRNA"
"2039980" "ENSG00000166446" "protein_coding"
"2040074" "ENSG00000260064" "sense_intronic"
"2040077" "ENSG00000260594" "antisense"
"2040082" "ENSG00000260896" "lincRNA"
"2040100" "ENSG00000103121" "protein_coding"
"2040371" "ENSG00000278985" "TEC"
"2040374" "ENSG00000166451" "protein_coding"
"2040544" "ENSG00000260213" "antisense"
"2040559" "ENSG00000261061" "sense_intronic"
"2040562" "ENSG00000166454" "protein_coding"
"2040616" "ENSG00000166455" "protein_coding"
"2040655" "ENSG00000260643" "processed_transcript"
"2040661" "ENSG00000261141" "antisense"
"2040665" "ENSG00000261838" "antisense"
"2040672" "ENSG00000245059" "lincRNA"
"2040676" "ENSG00000140905" "protein_coding"
"2040749" "ENSG00000166473" "polymorphic_pseudogene"
"2041063" "ENSG00000252608" "snRNA"
"2041066" "ENSG00000279362" "protein_coding"
"2041084" "ENSG00000135697" "protein_coding"
"2041150" "ENSG00000280182" "TEC"
"2041153" "ENSG00000260495" "antisense"
"2041156" "ENSG00000261609" "protein_coding"
"2041189" "ENSG00000272923" "lincRNA"
"2041193" "ENSG00000153815" "protein_coding"
"2041458" "ENSG00000279021" "TEC"
"2041461" "ENSG00000260229" "processed_pseudogene"
"2041464" "ENSG00000279476" "TEC"
"2041467" "ENSG00000277255" "miRNA"
"2041470" "ENSG00000275109" "miRNA"
"2041473" "ENSG00000279681" "TEC"
"2041476" "ENSG00000279294" "TEC"
"2041479" "ENSG00000279841" "TEC"
"2041482" "ENSG00000261218" "lincRNA"
"2041513" "ENSG00000197943" "protein_coding"
"2041773" "ENSG00000260682" "misc_RNA"
"2041776" "ENSG00000276519" "lincRNA"
"2041780" "ENSG00000184860" "protein_coding"
"2041808" "ENSG00000086696" "protein_coding"
"2041871" "ENSG00000261235" "antisense"
"2041881" "ENSG00000260161" "processed_pseudogene"
"2041884" "ENSG00000135698" "protein_coding"
"2041972" "ENSG00000261029" "lincRNA"
"2041976" "ENSG00000251888" "misc_RNA"
"2041979" "ENSG00000259873" "processed_pseudogene"
"2041982" "ENSG00000261285" "lincRNA"
"2041992" "ENSG00000261176" "lincRNA"
"2041997" "ENSG00000140945" "protein_coding"
"2042232" "ENSG00000277387" "miRNA"
"2042235" "ENSG00000280044" "TEC"
"2042238" "ENSG00000260862" "sense_intronic"
"2042243" "ENSG00000263360" "misc_RNA"
"2042246" "ENSG00000260832" "antisense"
"2042251" "ENSG00000261410" "antisense"
"2042260" "ENSG00000263785" "miRNA"
"2042263" "ENSG00000261103" "antisense"
"2042268" "ENSG00000260788" "antisense"
"2042285" "ENSG00000259914" "antisense"
"2042288" "ENSG00000260228" "antisense"
"2042302" "ENSG00000230989" "protein_coding"
"2042343" "ENSG00000103150" "protein_coding"
"2042361" "ENSG00000260300" "protein_coding"
"2042409" "ENSG00000260932" "antisense"
"2042416" "ENSG00000140961" "protein_coding"
"2042514" "ENSG00000103154" "protein_coding"
"2042603" "ENSG00000166558" "protein_coding"
"2042657" "ENSG00000199350" "rRNA"
"2042660" "ENSG00000140943" "protein_coding"
"2042816" "ENSG00000274677" "sense_intronic"
"2042819" "ENSG00000260018" "antisense"
"2042822" "ENSG00000260410" "processed_pseudogene"
"2042826" "ENSG00000103160" "protein_coding"
"2042905" "ENSG00000154099" "protein_coding"
"2043028" "ENSG00000103168" "protein_coding"
"2043409" "ENSG00000140955" "protein_coding"
"2043508" "ENSG00000250685" "antisense"
"2043526" "ENSG00000168418" "protein_coding"
"2043547" "ENSG00000260858" "lincRNA"
"2043552" "ENSG00000201361" "rRNA"
"2043555" "ENSG00000103175" "protein_coding"
"2043608" "ENSG00000260530" "antisense"
"2043612" "ENSG00000260504" "lincRNA"
"2043616" "ENSG00000064270" "protein_coding"
"2043850" "ENSG00000261286" "antisense"
"2043855" "ENSG00000140950" "protein_coding"
"2043970" "ENSG00000261243" "antisense"
"2043974" "ENSG00000103187" "protein_coding"
"2044015" "ENSG00000261471" "antisense"
"2044018" "ENSG00000135686" "protein_coding"
"2044081" "ENSG00000103194" "protein_coding"
"2044338" "ENSG00000103196" "protein_coding"
"2044523" "ENSG00000260859" "sense_intronic"
"2044527" "ENSG00000279622" "TEC"
"2044530" "ENSG00000260340" "lincRNA"
"2044535" "ENSG00000153786" "protein_coding"
"2044639" "ENSG00000135709" "protein_coding"
"2044783" "ENSG00000153789" "protein_coding"
"2044845" "ENSG00000278214" "lincRNA"
"2044850" "ENSG00000275088" "lincRNA"
"2044853" "ENSG00000131149" "protein_coding"
"2045062" "ENSG00000270313" "processed_pseudogene"
"2045065" "ENSG00000179219" "lincRNA"
"2045069" "ENSG00000266307" "miRNA"
"2045072" "ENSG00000278716" "lincRNA"
"2045075" "ENSG00000270124" "lincRNA"
"2045080" "ENSG00000260417" "lincRNA"
"2045083" "ENSG00000263968" "misc_RNA"
"2045086" "ENSG00000131153" "protein_coding"
"2045124" "ENSG00000154102" "protein_coding"
"2045202" "ENSG00000275393" "sense_intronic"
"2045205" "ENSG00000283416" "miRNA"
"2045208" "ENSG00000269898" "antisense"
"2045212" "ENSG00000131148" "protein_coding"
"2045262" "ENSG00000252311" "snRNA"
"2045265" "ENSG00000270184" "antisense"
"2045269" "ENSG00000270159" "antisense"
"2045273" "ENSG00000131143" "protein_coding"
"2045429" "ENSG00000270698" "processed_pseudogene"
"2045433" "ENSG00000214259" "processed_pseudogene"
"2045436" "ENSG00000279907" "TEC"
"2045439" "ENSG00000140968" "protein_coding"
"2045565" "ENSG00000274134" "miRNA"
"2045568" "ENSG00000268804" "lincRNA"
"2045572" "ENSG00000269667" "lincRNA"
"2045576" "ENSG00000279604" "TEC"
"2045579" "ENSG00000261177" "lincRNA"
"2045583" "ENSG00000268078" "lincRNA"
"2045587" "ENSG00000268505" "lincRNA"
"2045592" "ENSG00000269186" "lincRNA"
"2045596" "ENSG00000270058" "lincRNA"
"2045600" "ENSG00000268754" "lincRNA"
"2045607" "ENSG00000199949" "misc_RNA"
"2045610" "ENSG00000268532" "lincRNA"
"2045615" "ENSG00000168367" "lincRNA"
"2045655" "ENSG00000269826" "lincRNA"
"2045660" "ENSG00000268473" "processed_pseudogene"
"2045664" "ENSG00000268388" "lincRNA"
"2045692" "ENSG00000103241" "protein_coding"
"2045702" "ENSG00000270020" "lincRNA"
"2045705" "ENSG00000243697" "processed_pseudogene"
"2045708" "ENSG00000103248" "protein_coding"
"2046003" "ENSG00000280278" "TEC"
"2046006" "ENSG00000260944" "antisense"
"2046010" "ENSG00000176692" "protein_coding"
"2046018" "ENSG00000176678" "protein_coding"
"2046033" "ENSG00000279142" "TEC"
"2046036" "ENSG00000260387" "lincRNA"
"2046040" "ENSG00000261161" "lincRNA"
"2046045" "ENSG00000274478" "lincRNA"
"2046048" "ENSG00000260026" "lincRNA"
"2046052" "ENSG00000261175" "lincRNA"
"2046062" "ENSG00000260795" "processed_pseudogene"
"2046065" "ENSG00000232190" "lincRNA"
"2046070" "ENSG00000261363" "lincRNA"
"2046074" "ENSG00000260456" "protein_coding"
"2046141" "ENSG00000261095" "lincRNA"
"2046146" "ENSG00000261651" "antisense"
"2046150" "ENSG00000261697" "sense_intronic"
"2046169" "ENSG00000243705" "processed_pseudogene"
"2046172" "ENSG00000280419" "TEC"
"2046175" "ENSG00000131152" "protein_coding"
"2046189" "ENSG00000270006" "antisense"
"2046193" "ENSG00000270082" "antisense"
"2046197" "ENSG00000103264" "protein_coding"
"2046279" "ENSG00000283277" "protein_coding"
"2046295" "ENSG00000269901" "antisense"
"2046299" "ENSG00000140941" "protein_coding"
"2046371" "ENSG00000261592" "antisense"
"2046375" "ENSG00000140948" "protein_coding"
"2046466" "ENSG00000276393" "unprocessed_pseudogene"
"2046469" "ENSG00000276337" "sense_intronic"
"2046472" "ENSG00000260750" "lincRNA"
"2046487" "ENSG00000269935" "antisense"
"2046490" "ENSG00000154118" "protein_coding"
"2046521" "ENSG00000277504" "antisense"
"2046524" "ENSG00000226180" "lincRNA"
"2046527" "ENSG00000104731" "protein_coding"
"2046881" "ENSG00000260671" "sense_intronic"
"2046886" "ENSG00000260498" "lincRNA"
"2046895" "ENSG00000260177" "lincRNA"
"2046899" "ENSG00000103257" "protein_coding"
"2046954" "ENSG00000278598" "miRNA"
"2046957" "ENSG00000260466" "antisense"
"2046961" "ENSG00000174990" "protein_coding"
"2046988" "ENSG00000260603" "sense_intronic"
"2046992" "ENSG00000270385" "processed_pseudogene"
"2046996" "ENSG00000260443" "processed_pseudogene"
"2046999" "ENSG00000172530" "protein_coding"
"2047382" "ENSG00000261193" "lincRNA"
"2047386" "ENSG00000260166" "lincRNA"
"2047390" "ENSG00000205037" "lincRNA"
"2047397" "ENSG00000260162" "lincRNA"
"2047401" "ENSG00000261327" "lincRNA"
"2047407" "ENSG00000261816" "lincRNA"
"2047412" "ENSG00000260420" "lincRNA"
"2047417" "ENSG00000261273" "lincRNA"
"2047423" "ENSG00000225614" "protein_coding"
"2047438" "ENSG00000179588" "protein_coding"
"2047513" "ENSG00000263456" "miRNA"
"2047516" "ENSG00000261744" "antisense"
"2047522" "ENSG00000158545" "protein_coding"
"2047684" "ENSG00000124391" "protein_coding"
"2047699" "ENSG00000051523" "protein_coding"
"2047806" "ENSG00000167508" "protein_coding"
"2047957" "ENSG00000260630" "antisense"
"2047981" "ENSG00000185669" "protein_coding"
"2047993" "ENSG00000280603" "protein_coding"
"2048000" "ENSG00000158717" "protein_coding"
"2048108" "ENSG00000259813" "antisense"
"2048112" "ENSG00000174177" "protein_coding"
"2048299" "ENSG00000278341" "antisense"
"2048302" "ENSG00000103335" "protein_coding"
"2048533" "ENSG00000260121" "antisense"
"2048536" "ENSG00000224888" "antisense"
"2048544" "ENSG00000260617" "antisense"
"2048548" "ENSG00000182376" "antisense"
"2048556" "ENSG00000167513" "protein_coding"
"2048599" "ENSG00000198931" "protein_coding"
"2048706" "ENSG00000141012" "protein_coding"
"2048876" "ENSG00000280675" "protein_coding"
"2048882" "ENSG00000167515" "protein_coding"
"2049050" "ENSG00000205022" "protein_coding"
"2049102" "ENSG00000129993" "protein_coding"
"2049245" "ENSG00000259881" "antisense"
"2049259" "ENSG00000261226" "sense_intronic"
"2049265" "ENSG00000205018" "antisense"
"2049269" "ENSG00000259989" "lincRNA"
"2049274" "ENSG00000256982" "lincRNA"
"2049278" "ENSG00000176715" "protein_coding"
"2049517" "ENSG00000261546" "antisense"
"2049520" "ENSG00000180422" "lincRNA"
"2049531" "ENSG00000205015" "lincRNA"
"2049536" "ENSG00000129910" "protein_coding"
"2049580" "ENSG00000259803" "protein_coding"
"2049645" "ENSG00000259877" "antisense"
"2049648" "ENSG00000170100" "protein_coding"
"2049733" "ENSG00000260659" "antisense"
"2049737" "ENSG00000167522" "protein_coding"
"2049963" "ENSG00000268218" "antisense"
"2049967" "ENSG00000260279" "antisense"
"2049974" "ENSG00000261253" "antisense"
"2049983" "ENSG00000261574" "sense_intronic"
"2049987" "ENSG00000261692" "sense_intronic"
"2049991" "ENSG00000252887" "snRNA"
"2049994" "ENSG00000270832" "processed_pseudogene"
"2049997" "ENSG00000197912" "protein_coding"
"2050268" "ENSG00000261118" "antisense"
"2050276" "ENSG00000274627" "sense_intronic"
"2050279" "ENSG00000167526" "protein_coding"
"2050423" "ENSG00000200084" "snoRNA"
"2050426" "ENSG00000178773" "protein_coding"
"2050565" "ENSG00000015413" "protein_coding"
"2050692" "ENSG00000131165" "protein_coding"
"2050794" "ENSG00000167523" "protein_coding"
"2050878" "ENSG00000185324" "protein_coding"
"2051205" "ENSG00000260259" "lincRNA"
"2051210" "ENSG00000275734" "antisense"
"2051213" "ENSG00000158792" "protein_coding"
"2051247" "ENSG00000075399" "protein_coding"
"2051365" "ENSG00000261373" "antisense"
"2051374" "ENSG00000158805" "protein_coding"
"2051558" "ENSG00000187741" "protein_coding"
"2052151" "ENSG00000204991" "protein_coding"
"2052288" "ENSG00000141002" "protein_coding"
"2052603" "ENSG00000267048" "processed_transcript"
"2052608" "ENSG00000258839" "protein_coding"
"2052632" "ENSG00000198211" "protein_coding"
"2052648" "ENSG00000259006" "antisense"
"2052652" "ENSG00000258947" "protein_coding"
"2052831" "ENSG00000140995" "protein_coding"
"2053287" "ENSG00000261317" "antisense"
"2053291" "ENSG00000177946" "protein_coding"
"2053302" "ENSG00000223959" "unitary_pseudogene"
"2053435" "ENSG00000003249" "protein_coding"
"2053504" "ENSG00000141013" "protein_coding"
"2053701" "ENSG00000283182" "protein_coding"
"2053725" "ENSG00000221819" "antisense"
"2053730" "ENSG00000222019" "transcribed_unprocessed_pseudogene"
"2053755" "ENSG00000126856" "protein_coding"
"2053824" "ENSG00000261812" "transcribed_unprocessed_pseudogene"
"2053844" "ENSG00000260528" "lincRNA"
"2053876" "ENSG00000260507" "lincRNA"
"2053880" "ENSG00000261172" "lincRNA"
"2053888" "ENSG00000222359" "snRNA"
"2053891" "ENSG00000277349" "unprocessed_pseudogene"
"2053894" "ENSG00000260923" "lincRNA"
"2053917" "ENSG00000280279" "lincRNA"
"2053924" "ENSG00000280136" "lincRNA"
"2053934" "ENSG00000277613" "snRNA"
"2053937" "ENSG00000268320" "protein_coding"
"2053949" "ENSG00000272636" "protein_coding"
"2053982" "ENSG00000273172" "lincRNA"
"2053987" "ENSG00000181031" "protein_coding"
"2054255" "ENSG00000262920" "antisense"
"2054262" "ENSG00000262061" "processed_transcript"
"2054279" "ENSG00000262294" "antisense"
"2054283" "ENSG00000262558" "antisense"
"2054287" "ENSG00000241525" "antisense"
